央视频道,#genre#
卫视频道,#genre#
大湾区卫视,https://tcdn.itouchtv.cn/live/gdgj.m3u8?t_token=2758f3c91de5365e21cb84f74a9b58c7-6K9kx%2FPvb1%2FFAFuwyfKHBVWw1jONyqcHFVTokRlqzUJ09E%2B%2B2AG4sZXCML8JzKH%2FtNQppyA1d7B46bO%2FNxBwjW8wDjpmvcoXSPxpRpH0TyqC7qUsFoFroOKZaZSfeFP9%2B2OT6kqWFUwZnCybOHs9Q3heEwbFKiOWEmjS6I26aNtDZMOoRA2s1S3jzciExiOLXiDqwOrTZa8ESGyasFIMiwE8nOUaJRCTHLbsSsxillIAJFj9KcZCnytFqTeA7MVlcoT99rr37FF3AwS6MLkZbu%2BnmbH15jPijADTwPBcAYOaSLPSYfYVt7bclpMSpD4FvexVig7cOJjEj%2B0qwMfXUIosYuw1KDnjnUHMrbBKES6%2BuG%2Fkzl9VSSph9jRGCWs0TlAIemiYnqesXpSc9wyisQ%3D%3D
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=98cca50a1734004337
海峡卫视,https://live1-fuyun.fjtv.net/haixiapd/hd/live.m3u8?_upt=ea10a49b1734006349
浙江卫视,http://223.110.241.139:6610/gitv/live1/G_ZHEJIANG-HQ/G_ZHEJIANG-HQ/
江苏卫视,http://223.110.241.139:6610/gitv/live1/JSWS-HD/JSWS-HD/
湖南卫视,http://223.110.241.139:6610/gitv/live1/G_HUNAN-HQ/G_HUNAN-HQ/
安徽卫视,http://223.110.241.139:6610/gitv/live1/AHWS/AHWS/
辽宁卫视,http://223.110.241.139:6610/gitv/live1/LNWS/LNWS/
山东卫视,http://223.110.241.139:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ/
广西卫视,http://223.110.241.139:6610/gitv/live1/GXWS/GXWS/
旅游卫视,http://223.110.241.139:6610/gitv/live1/LYWS/LYWS/
重庆卫视,http://223.110.241.139:6610/gitv/live1/G_CHONGQING/G_CHONGQING/
四川卫视,http://223.110.241.139:6610/gitv/live1/SCWS/SCWS/
河南卫视,http://223.110.241.139:6610/gitv/live1/HENAN/HENAN/
东南卫视,http://223.110.241.139:6610/gitv/live1/DNWS/DNWS/
天津卫视,http://223.110.241.139:6610/gitv/live1/TJWS/TJWS/
江西卫视,http://223.110.241.139:6610/gitv/live1/JXWS/JXWS/
湖北卫视,http://223.110.241.139:6610/gitv/live1/G_HUBEI/G_HUBEI/
吉林卫视,http://223.110.241.139:6610/gitv/live1/G_JILIN/G_JILIN/
山西卫视,http://223.110.241.139:6610/gitv/live1/SXWS/SXWS/
贵州卫视,http://223.110.241.139:6610/gitv/live1/G_GUIZHOU/G_GUIZHOU/
青海卫视,http://223.110.241.139:6610/gitv/live1/G_QINGHAI/G_QINGHAI/
内蒙古卫视,http://223.110.241.139:6610/gitv/live1/G_NEIMENGGU/G_NEIMENGGU/
云南卫视,http://223.110.241.139:6610/gitv/live1/G_YUNNAN/G_YUNNAN/
河北卫视,http://223.110.241.139:6610/gitv/live1/G_HEBEI/G_HEBEI/
宁夏卫视,http://223.110.241.139:6610/gitv/live1/G_NINGXIA/G_NINGXIA/
新疆卫视,http://223.110.241.139:6610/gitv/live1/G_XINJIANG/G_XINJIANG/
甘肃卫视,http://223.110.241.139:6610/gitv/live1/G_GANSU/G_GANSU/
西藏卫视,http://223.110.241.139:6610/gitv/live1/G_XIZANG/G_XIZANG/
东方卫视,http://223.110.241.139:6610/gitv/live1/G_DONGFANG-HQ/G_DONGFANG-HQ/
北京卫视,http://223.110.241.139:6610/gitv/live1/G_BEIJING-HQ/G_BEIJING-HQ/
广东卫视,http://223.110.241.139:6610/gitv/live1/G_GUANGDONG-HQ/G_GUANGDONG-HQ/
深圳卫视,http://223.110.241.139:6610/gitv/live1/G_SHENZHEN-HQ/G_SHENZHEN-HQ/
黑龙江卫视,http://223.110.241.139:6610/gitv/live1/G_HEILONGJIANG-HQ/G_HEILONGJIANG-HQ/
兵团卫视,http://223.110.241.139:6610/gitv/live1/G_BINGTUAN/G_BINGTUAN/
陕西卫视,http://223.110.241.139:6610/gitv/live1/G_SHANXI/G_SHANXI/
大亚湾卫视,http://223.110.241.139:6610/gitv/live1/G_NANFANG/G_NANFANG/
厦门卫视,http://223.110.241.139:6610/gitv/live1/G_XIAMEN/G_XIAMEN/
山东卫视超清,http://223.110.241.139:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ/
延边卫视,http://223.110.241.139:6610/gitv/live1/G_YANBIAN/G_YANBIAN/
山东教育电视台,http://223.110.241.139:6610/gitv/live1/G_SDETV/G_SDETV/
安多卫视,http://223.110.241.139:6610/gitv/live1/G_ANDUO/G_ANDUO/
农林卫视,http://223.110.241.139:6610/gitv/live1/G_NONGLIN/G_NONGLIN/
康巴卫视,http://223.110.241.139:6610/gitv/live1/G_KANGBA/G_KANGBA/
国学频道,http://223.110.241.139:6610/gitv/live1/G_GUOXUE/G_GUOXUE/
篮球,http://223.110.241.139:6610/gitv/live1/G_LANQIU/G_LANQIU/
卡酷少儿,http://223.110.241.139:6610/gitv/live1/G_KAKU/G_KAKU/
优漫卡通,http://223.110.241.139:6610/gitv/live1/G_YOUMAN/G_YOUMAN/
金鹰卡通,http://223.110.241.139:6610/gitv/live1/G_JINYING/G_JINYING/
嘉佳卡通,http://223.110.241.139:6610/gitv/live1/G_JIAJIA/G_JIAJIA/
炫动卡通,http://223.110.241.139:6610/gitv/live1/G_XUANDONG/G_XUANDONG/
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8

上海频道,#genre#
上海新闻,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281

浙江频道,#genre#
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江民生,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8

内蒙古频道,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=2250268a1d326dbbc4cbf0ba32649ca5&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=70072e9dff1f4042fcefde5b001af668&txTime=771E8800
包头新闻综合,https://livestream-bt.nmtv.cn/nmtv/2358general.m3u8?txSecret=d5a1fe0898512f4a1d513bc0f9c5b751&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=b7f46f8c1bcd9e2db3aa285e7afd6255&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=7b16e82a11c42b867ae27383922ef7f9&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=08be8d464e60db2c3aa1e8e7d742f71d&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=8bca81250fd7df3b633efcbb6150b0c6&txTime=771E8800

山东频道,#genre#

山东卫视,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0301

山东卫视 HEVC,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0370

山东体育,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0315

山东体育 HEVC,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0373

山东公共,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0314

山东农科,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0339

山东少儿,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0340

山东少儿 HEVC,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0375

山东文旅,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0337

山东文旅 HEVC,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0377

山东生活,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0336

山东综艺,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0338

山东综艺 HEVC,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0378

山东齐鲁,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0313

山东教育卫视,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0331

山东居家购物,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=0700

山东交通广播,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=3002

山东经济广播,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=3001

省体育频道,#genre#
劲爆体育,http://117.161.12.116/live/program/live/jbtyhd/2300000/mnf.m3u8
上海体育,http://117.161.12.116/live/program/live/wxtyhd8m/8000000/mnf.m3u8
山东体育,https://streamlive302.iqilu.com/21/f242167d584448b68be40d6152294e43/playlist.m3u8?n=e9e127a66ae1096235b63dcd89e31b14&m=1733999384
江苏体育（咪咕）,http://hlsbkmgsplive.miguvideo.com/wd_r2/jstv/jstiyu/600/index.m3u8?&encrypt=
江苏体育,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw4122585160_1534269250/ott.mobaibox.com/PLTV/3/224/3221225935/index.m3u8?icpid=3&RTS=1669268931&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3
CHC频道,#genre#
CHC 动作电影,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=2030

CHC 家庭影院,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=2028

CHC 影迷电影,http://139.196.228.200:5678/公众号搞机大师/sdyd.php?id=2029
CHC 动作电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002030/index.m3u8?IASHttpSessionId=

CHC 家庭影院,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002028/index.m3u8?IASHttpSessionId=

CHC 影迷电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002029/index.m3u8?IASHttpSessionId=



数字频道,#genre#

CETV-1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225652/index.m3u8
CETV-2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226425/index.m3u8
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225783/index.m3u8
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225729/index.m3u8
劲爆体育,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281
乐游频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031112/1.m3u8
欢笑剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000002000009455/1.m3u8
都市剧场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031111/1.m3u8
金色学堂,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000026105/1.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225653/index.m3u8
金鹰纪实,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031203/1.m3u8
快乐垂钓,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031206/1.m3u8
茶友频道,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/1.m3u8
游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/1.m3u8
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8
嘉佳卡通,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000025964/1.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225675/index.m3u8
哒啵电竞,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225657/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/index.m3u8
求索纪录,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000010&IASHttpSessionId=OTT19019320240419154124000281
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281
求索动物,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
求索科学,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000011&IASHttpSessionId=OTT19019320240419154124000281
